#Frame      Mode1    Mode2    Mode3    Mode4    Mode5    Mode6    Mode7    Mode8    Mode9   Mode10
     581   -9.737   -3.739   -0.571   -3.944    5.246    3.492    4.446    1.289   -2.462   -3.333
     582   -7.527   -5.233    0.693   -0.893    4.528    4.051    4.798    2.456   -3.883   -5.724
     583   -8.167   -4.009    2.642    0.050    4.428    2.835    5.390    3.882    0.443   -3.584
     584   -3.878   -6.505    2.775    3.114    4.778    7.649    3.966    4.194    4.257   -1.577
     585   -8.028   -3.356   -3.173   -2.491    7.927    7.841   -0.462    3.069    0.798   -4.777
     586   -7.736   -3.494    2.580    0.777    1.676    6.460    4.352    2.995    2.818   -0.723
     587   -8.718   -6.067   -3.291   -4.341    5.380   11.060   -0.444   -3.466    1.181   -2.297
     588   -7.147   -8.801    2.038   -1.362    3.289    7.038    2.134   -0.960    2.452    1.165
     589   -7.595  -14.063   -0.075    2.719    3.057    6.760   -0.144   -3.129   -0.784   -1.068
     590  -10.722   -8.747    0.247   -3.107    2.549    6.926   -2.095   -4.290    4.142    2.671
     591   -3.459   -9.017    5.212    6.543    1.575    3.526    1.671   -6.543   -0.031   -1.678
     592   -8.726   -4.874    4.233   -3.210    0.640    5.446   -0.524   -4.389    3.117    1.255
     593   -4.361   -3.016    1.583    0.183    2.020    4.655    1.532   -3.178    6.729    1.148
     594   -9.706   -0.713    0.900   -5.778    3.541    6.870   -3.129   -2.263    1.952    2.363
     595  -13.524   -2.523   -0.889   -3.244   -0.187    0.485   -5.153   -5.385    4.439   -1.749
     596   -8.917   -9.435   -3.072    1.411    2.668    5.900    3.147   -2.061    2.747   -2.922
     597  -12.404   -4.394    4.138   -2.752    1.339    1.362   -0.289   -3.824    4.520   -2.092
     598   -9.150   -1.030    6.775   -4.325    1.153   -1.019   -1.585   -4.281    2.600   -2.362
     599   -9.103   -4.135    2.655   -4.784    0.911    0.991   -0.979   -8.224    7.538    0.779
     600  -11.449   -2.988    2.922   -4.261    0.079   -2.845    2.261   -5.853    6.724    0.135
     601   -6.956   -1.150    6.758   -4.479   -1.011   -1.445   -2.839   -8.641    3.041   -2.848
     602   -9.057   -4.696    2.136   -4.850    2.806   -0.544   -2.919   -7.421    2.546   -1.066
     603   -6.079   -2.360    0.534   -0.678    3.831    2.429    4.228   -3.025    3.819   -3.825
     604   -8.734    4.075    4.863   -4.522   -0.843   -0.707    0.987   -3.715    1.315   -2.844
     605   -2.710    1.121    7.947    1.182   -4.348    2.685    2.007   -5.405    1.053   -0.184
     606   -5.196   -3.369    5.634   -4.458    1.333    0.366   -1.347  -12.014   -0.303   -0.446
     607  -11.363   -2.994    4.281   -4.188    2.082   -7.643   -4.516   -6.981    1.108   -0.821
     608   -5.844    4.145   13.721  -11.370    3.629    0.715    0.476   -2.818    0.335   -3.271
     609   -6.669   -5.012    4.805   -3.784    3.178    2.830   -0.224   -4.614   -2.949   -1.399
     610   -9.054   -1.307    6.837   -3.929    2.126   -7.125    4.031   -6.327   -1.592   -3.219
     611   -9.456   -0.166    6.202   -8.125    2.537   -4.731    2.786  -10.068   -0.874   -1.834
     612   -5.572    2.549    8.137   -6.342    2.091   -5.941    3.778  -10.698   -5.064   -1.559
     613   -2.536    2.795    8.032   -2.091   -1.250   -3.246    3.134   -5.430   -6.483   -2.624
     614   -8.136    3.036    6.873   -0.288   -0.311   -1.046   -1.981   -4.276   -5.107    1.916
     615  -10.623    3.874    0.103   -4.285    2.585    4.489    3.140    1.086   -2.095   -3.645
     616  -10.224    4.343    1.157   -1.524    1.787    2.187    1.147    0.228    1.010    0.172
     617   -8.475    7.838    7.779   -4.048    3.827    6.168   -1.898   -0.141   -3.160    0.774
     618  -10.177    7.634    5.184   -3.556    0.763   -0.687    4.930    1.673   -0.741    1.293
     619  -11.243    5.883    2.282   -7.384   -0.008   -1.686   -2.752   -3.604   -0.525   -0.144
     620   -7.818    2.088    6.974    3.045    1.537   -3.791    0.637    2.061   -2.186    0.704
     621   -7.114   -4.326    0.769    0.397    1.735    0.313    1.259   -0.827    0.751   -4.487
     622   -9.990   -6.664    3.477    1.340    1.185   -8.950    0.282   -5.341    3.399   -1.338
     623  -13.801   -2.695    2.391   -0.611    4.497   -2.036    0.697   -4.127    1.955   -1.390
     624  -11.906   -3.386    0.385   -5.707    6.238   -0.194    2.236   -0.297    0.403   -3.649
     625  -11.323   -3.456    0.196    0.515   -0.108    6.637    4.658    0.770    0.431   -1.046
     626  -10.611   -4.701    3.663   -3.459   -1.573   -0.952    4.820   -2.570   -0.828   -0.772
     627  -10.341    0.577    7.298   -4.712    5.719    4.185    2.289   -3.633   -0.182    4.443
     628   -9.605    4.582    6.022   -3.764    3.107    2.593    0.281    0.995   -3.268   -1.587
     629   -6.848   -2.553    7.306    3.451    3.570    1.116    6.841    2.558    1.784   -3.007
     630  -10.939    3.066    3.607   -2.295    2.808    6.168    0.951   -2.259   -3.596   -0.577
     631  -11.573    0.365   -2.156   -2.616    1.758    3.740    1.909   -2.913   -3.847   -4.943
     632   -6.460   -6.732    7.298    4.429    2.739    2.399    6.056   -0.827   -3.292   -1.198
     633   -8.615   -5.737   -2.280    3.607    3.749    1.512   -0.142   -3.347   -0.420   -4.711
     634   -8.572   -4.094    5.453    2.409    1.223    3.171    0.954   -2.960    2.058   -1.965
     635   -9.430   -6.019    2.261    3.566    3.259   -1.894   -1.148   -0.856   -0.125   -4.821
     636   -9.998   -5.005    4.977    5.327    2.108    1.216    1.887   -1.223    0.669   -3.294
     637   -7.250   -2.064    2.723   -1.381    2.640    5.826    0.331   -2.255   -0.713   -5.767
     638   -8.309    0.617   10.954    2.616    0.619   -2.774    1.408   -0.475    0.426   -2.549
     639   -6.723   -1.975    6.933    0.210    3.635    1.128    0.876    1.217   -0.154   -1.146
     640   -8.374   -3.721    2.073    1.956    6.302    3.124   -3.903   -1.369    2.872   -2.715
     641   -6.899   -7.976    3.922    4.936    2.888    2.672    0.250   -3.892   -0.500   -3.109
     642   -4.703  -10.144    9.585    8.046    0.600   -5.639    5.071   -3.227    0.013   -0.677
     643   -9.796   -4.770    3.126   -4.217    3.226    5.196    5.868   -3.637   -3.052    1.625
     644   -7.489   -5.265   -1.253    3.410    3.081   -0.332    0.561   -5.650    1.150   -3.296
     645   -8.701   -3.799   -0.467   -3.929    5.051    3.512    1.006   -5.118   -5.083   -1.638
     646   -7.107   -4.048   -1.554   -1.338    7.172    4.772    2.251    2.575    2.270    0.033
     647  -10.071   -1.947   -0.898   -3.489    7.135    6.092    1.257   -2.268   -2.356    0.205
     648   -6.272    0.005    4.657   -0.202    7.920   -2.206    0.953   -1.377    0.067    0.593
     649  -12.935   -0.192   -1.346   -5.091    4.237    3.303   -0.960   -1.363    0.458   -2.850
     650   -8.825   -4.904    2.569   -3.717    4.179    5.618    1.270   -3.338    1.245   -4.719
     651   -3.791  -11.210   -3.300    7.525    5.972    2.983    1.587    2.534    3.062   -2.614
     652  -12.141   -6.399   -2.378    5.756   -0.204   -0.386   -1.231   -8.371    1.305   -2.210
     653   -7.342   -3.977    2.485    3.354    0.606    0.104    6.195   -2.004    2.101   -1.152
     654   -8.648   -2.960    3.330    3.342    3.772   -1.039    2.337    0.565   -0.670    1.933
     655   -4.032   -6.386    2.422    0.634    2.480    5.535    1.213   -1.365    1.954   -1.339
     656   -8.029    0.320    9.184    0.532    3.908    1.784   -2.664   -1.078    0.324   -1.888
     657  -11.698    6.607    7.164   -1.236    3.344   -0.869   -4.009    1.630    0.400   -3.835
     658   -8.232   -7.005   -4.852    5.840    4.669    5.616    1.858   -2.918   -1.279   -3.644
     659  -15.244   -2.899    1.144   -4.304    3.048    0.244    1.749   -1.092   -2.913    0.909
     660  -12.029   -6.036   -0.194   -1.390    3.826    3.499    1.209   -0.604    1.202    0.537
     661  -10.085    0.159    6.627   -1.173    1.338   -0.476    1.138   -5.069   -3.727    1.863
     662   -9.489   -0.511    4.664   -1.104    2.655    2.709   -1.966   -0.616   -1.260    0.724
     663   -7.601   -6.818   -2.524   -1.330    3.984    5.291   -2.177   -5.774   -2.094    0.777
     664   -6.132   -0.282    3.141    7.656    6.720    3.496   -4.999    1.274    0.955    3.113
     665   -7.972   -6.155   -4.252    2.649    3.965    4.179   -4.958   -1.427    1.058   -2.924
     666   -3.874  -14.309    2.563    7.340    3.647    1.456   -4.216   -2.034    0.004    0.812
     667   -7.115   -0.704    3.318    0.018    4.372    3.750    1.613   -4.010   -3.758   -2.543
     668   -6.987   -2.817    7.188    2.858    4.590    1.246   -1.026   -0.620   -2.563   -1.169
     669   -6.184   -6.246    3.451    5.645    9.587    4.175    1.796    2.959    1.631    0.911
     670   -0.932   -5.007    3.355    3.308    7.156    2.450    0.191    0.073   -0.546    2.727
     671   -2.671  -15.444   -1.818   10.226    7.415    3.422    3.678   -2.598   -0.256    4.949
     672   -5.016   -8.843   -0.640    8.077    8.118    0.581    0.599    0.964    0.021    2.163
     673   -3.326   -2.718    3.972    3.296    5.415    2.181    0.182   -1.602   -3.988    1.465
     674   -7.154   -4.921   -1.307    4.383    8.476    3.258   -0.383   -0.848   -0.638    3.471
     675  -10.495   -9.890   -1.868    5.724    5.579   -1.632    2.214   -6.416   -0.854   -0.167
     676  -10.461   -6.359    1.558    2.880    1.993   -0.258    2.109   -1.856    0.369    2.429
     677   -2.012   -6.742    4.952   10.922    8.370    1.129    2.243    4.252   -1.703   -0.446
     678   -5.303   -1.591    1.491    0.002    6.517    2.168   -2.138    1.308   -0.946    6.173
     679   -8.955   -1.229    2.709   -2.555    4.640    0.926   -4.415   -2.234    0.392    3.448
     680   -3.800  -12.628   -4.872    8.451    1.855    6.152    0.980   -0.837   -2.376    3.233
     681   -6.580   -4.387    1.027    2.130    6.498    4.326   -5.665   -1.604   -2.369    1.591
     682   -8.380   -8.267   -0.549    2.049    5.170    1.844   -3.409   -2.605   -0.432   -1.133
     683   -3.195  -11.834    2.165    3.872    5.930    0.340   -3.576   -2.484    1.758    4.215
     684   -7.446   -7.418   -0.631    2.072    4.403    1.517   -5.660   -0.444   -1.379   -2.804
     685   -9.911   -3.911   -1.807    0.249    5.501    0.922   -7.131   -3.264   -0.086    1.823
     686  -14.208   -7.026   -3.973    2.745    4.173    0.037   -2.419   -2.425   -4.628    5.998
     687  -10.593   -8.042   -7.016    3.925    2.854   -1.813   -1.149   -4.025   -2.515   -1.289
     688  -12.444   -1.600   -1.683   -2.652    1.494    5.127   -5.346   -1.668   -4.850    2.534
     689  -14.822   -8.192   -7.463    0.984    5.439   -1.373   -4.134   -1.559   -2.039   -5.690
     690  -15.156   -1.786    0.136   -3.327    7.409   -2.294   -6.089   -0.278   -0.276    0.820
     691   -9.304   -0.066    3.741   -1.052    3.866    2.674   -9.145   -0.419   -2.793    3.909
     692  -13.019   -1.622    0.592   -0.027    1.703   -3.110   -3.933   -0.470   -0.163   -0.059
     693  -15.665    1.698   -0.691    1.200    1.753    0.225   -5.392    3.528    2.021   -1.035
     694   -7.111   -5.864    3.529    6.311   -0.161   -3.160   -5.183    4.392    3.495    3.094
     695   -4.684   -0.379    6.788    0.715    2.776    5.065   -6.765   -2.158   -4.613   -0.234
     696   -2.053   -9.061    6.657   12.320    0.821   -3.527   -3.199    0.309   -1.351    2.356
     697   -5.792   -6.683    6.834    6.040    5.051   -3.692   -5.365   -6.395    3.712    1.074
     698   -3.170   -6.688    7.148   10.237    2.768   -0.403   -3.824    3.892   -1.133    0.237
     699   -9.614   -0.849    4.587    3.010    5.753   -3.984   -6.694    2.666    2.181    0.167
     700  -10.784   -0.647    3.764    3.181    2.863   -3.162   -3.252    5.085    2.221   -7.552
     701   -9.920    0.014    3.034    6.689    5.216   -1.615   -3.949    4.163   -1.677   -1.089
     702  -10.970    1.370    2.701    2.279    5.670    6.640   -1.996    5.756   -2.170   -1.916
     703   -7.179   -4.090    4.441    4.716    8.564    4.281   -2.608    2.941   -1.920    6.149
     704    0.253   -7.262    9.444   15.710    3.004   -3.787   -0.681   -0.448    1.958    4.201
     705   -7.180   -5.664    4.408    5.187    5.708   -1.754    1.507   -0.191    1.381    4.052
     706   -5.397   -7.122    0.397    5.132    5.729    2.675   -0.756   -0.559    3.339    5.370
     707   -6.695   -5.783   -2.245    7.514    7.937    4.980   -3.866   -0.523    0.787    3.971
     708   -3.044  -10.464    3.369   10.330    6.232    0.983   -3.174    2.195    6.311    3.981
     709   -3.708   -4.160    7.851    6.724    6.190    2.527   -2.999    2.186    2.939    3.871
     710   -5.630   -4.121    2.985    6.854    8.787    2.273   -2.650    3.962    3.955    4.555
     711   -6.061   -4.155   -0.057    5.420    6.228    4.254   -3.667    3.655    4.029    5.012
     712  -11.336   -0.519   -0.440   -3.095    3.603    5.563    1.781    4.674    5.096    1.498
     713   -5.303    0.541    1.405   -3.649    7.814    1.576    3.122    4.834    1.751    4.083
     714   -8.750   -2.330    1.760   -0.996    6.819   -3.674   -1.294   -2.298    3.225    6.956
     715  -10.080    3.982    3.234   -5.089    3.312    3.088   -2.092    1.278   -0.217    3.510
     716   -7.949   -0.428    4.846   -1.522    3.455   -6.658    2.322   -1.177    0.893    2.854
     717  -10.368    3.845    9.783   -3.033    0.269   -9.703    0.877    2.422    2.461   -1.124
     718  -11.515    4.319    2.472   -7.231    4.312    2.823    3.354    2.049    3.550   -0.153
     719   -7.988    2.141    7.598   -4.157    3.989   -4.622   -1.082    3.734    2.028    2.955
     720   -5.467   -1.682    4.480    1.315    2.531   -0.822   -1.625    2.452    0.667    2.069
     721   -8.813    1.184    2.822   -2.127    5.971    0.031   -2.699    3.911    1.213    1.430
     722   -6.589    5.072    7.508    2.217    2.657    3.750   -4.239    5.640   -1.013    4.665
     723   -9.106    4.926    8.132   -2.459   -0.316   -2.074   -3.947    7.863   -0.909    1.485
     724  -11.899    0.670    4.057   -0.969    4.887   -2.373   -3.380    6.713    0.080    0.895
     725   -9.918    2.150    4.495   -1.292    3.637    0.994    0.634    5.493    0.732    2.503
     726  -12.633   -0.884    0.419   -2.345    3.998   -1.058   -1.285    3.711    1.461   -0.040
     727   -6.209   -3.118    1.785    1.901    4.742    4.633    0.056    2.304   -0.883    3.089
     728   -8.795    0.964    2.502   -4.331    4.467    6.929    0.852    2.772    2.951    4.042
     729   -9.027   -1.968    0.908   -4.275    5.240    6.239    1.579    2.413    0.459    2.059
     730   -9.156   -1.045   -3.210   -5.515    5.107    2.653   -1.418    3.380    3.628    1.783
     731  -10.520   -2.889   -1.500   -6.544    5.051    3.702   -1.229    3.168    0.006   -1.565
     732  -10.281    1.582   -0.402   -5.440    4.659    0.765   -2.383    1.455    4.635   -1.043
     733   -6.609   -1.819    1.830   -2.279    5.645   -2.744   -2.877   -0.093    1.165    1.468
     734   -7.782   -2.805    0.157   -0.590    2.545   -0.064   -0.229    4.678    0.709    2.085
     735   -9.589   -1.791    2.919   -1.944    4.920    0.195   -1.822    2.390    3.104    5.066
     736   -6.649   -4.281   -0.735    4.185    6.387    4.028   -4.670    3.332    3.117    4.892
     737  -14.382    3.277    2.376   -3.281    2.462    0.362   -7.284    3.071    0.567    0.969
     738  -11.862   -2.881    0.318   -0.988    3.982    0.626   -1.280    2.373    1.557    4.592
     739  -12.418   -0.048   -2.407   -0.351    7.056    1.142   -2.135    2.177   -2.536    2.188
     740  -11.264   -0.476   -1.718   -2.175    6.684    1.417   -1.446    0.049    0.218    5.624
     741   -9.329   -1.067   -3.553   -1.751    5.321   -1.660   -1.757    2.501    2.192    7.184
     742  -13.196    1.969   -1.062   -7.379    6.215    1.385   -4.003   -0.686    0.078   -0.154
     743  -12.693   -8.322   -6.505    2.041    3.649   -0.813   -0.951    3.841    2.349    0.643
     744  -13.085    0.244    6.434    2.705    1.808  -10.748   -1.839    1.914   -1.043   -1.283
     745  -17.676    0.208   -2.386   -4.575    1.540   -3.958   -2.814   -0.450    2.222    1.557
     746   -9.793   11.257    3.660   -6.034    4.805   -1.362   -3.316    3.386    0.359    4.854
     747  -13.637    5.235    2.473    0.180   -2.579   -8.365    0.233    1.444   -0.798    3.419
     748  -16.792    2.248   -5.940   -3.103   -2.030  -10.453    3.143    2.254   -0.928    0.517
     749  -10.706    3.353    5.831   -1.823   -1.012   -4.122   -5.370   -1.534   -0.745    3.914
     750   -9.312    0.974    2.554    4.069    0.244   -6.434   -0.958    0.995    0.447    4.016
     751  -14.544   -2.885   -5.427    3.901    0.741   -5.709   -3.419   -0.153   -0.564    2.623
     752   -8.819   -2.209   -3.410    4.241   -0.914   -6.265   -0.009   -1.868   -5.322    4.821
     753  -10.659    0.544   -0.603    3.358   -2.062   -5.629   -1.938    2.267    1.312    0.645
     754  -15.029    8.396    2.141   -1.039   -1.433   -2.985   -3.261    4.559   -0.537   -2.235
     755  -14.223    2.942   -2.184   -4.579    2.466   -3.467   -0.552   -3.508    2.040    6.681
     756  -14.363    2.085   -0.071    4.030   -1.512   -5.809   -3.119    4.191    1.512    3.993
     757  -15.010    4.995    0.802   -2.845   -1.418   -9.409   -0.086    1.535    1.174    4.024
     758  -19.803    5.413   -2.865   -3.612   -2.525   -9.544   -2.599   -1.286    3.676    1.935
     759  -21.789    1.750   -2.847   -0.823   -1.978   -5.339   -6.264    1.496    1.165    5.748
     760  -21.905    1.039   -1.213   -8.478   -2.461  -10.048   -1.530   -3.972    0.398    6.801
     761  -18.508   -3.490    0.055   -0.559   -1.814  -10.261   -3.897   -4.335    2.603    4.724
     762  -19.540   -8.170   -5.677    2.662   -0.443   -6.826   -1.861   -2.476    4.516    2.709
     763  -10.237    3.231   -4.166    6.121   -3.976   -1.157    1.452    3.686    2.641    2.222
     764  -12.861    1.834   -1.187    2.235   -6.986   -1.491   -1.455    3.887    0.029    3.192
     765  -14.185    2.866    1.410    0.643   -4.786   -0.862   -5.400    4.795   -0.410    0.221
     766  -12.710   -0.656   -5.053    2.674   -3.805   -8.790   -3.617   -0.310    3.389    4.034
     767  -13.995    1.866   -4.558   -6.406   -0.961   -3.224   -4.572   -4.101    1.688    0.215
     768  -10.778   -0.789   -1.016    2.102   -3.207   -1.209   -2.587    5.596   -2.981    1.983
     769   -9.059   -1.990   -4.031    8.928    0.568   -5.553   -1.956    2.656    0.106    6.615
     770   -7.812   -2.301   -3.149    6.623   -2.219    2.996   -0.747    7.511   -0.188    5.472
     771   -7.423   -4.927   -3.219    7.520   -2.084    0.088   -2.152    3.737   -3.325    3.264
     772  -12.258    0.982   -6.577    2.741    0.683   -5.776   -2.542    2.647   -1.500   -1.969
     773   -9.009    5.092   -4.554    2.417   -0.985   -6.830    2.272   -0.546   -2.651    1.877
     774  -13.060    6.864   -0.912   -5.663   -2.655    0.981   -1.413   -1.559   -0.254    1.147
     775  -10.000   12.673    3.707   -0.043   -4.795   -5.971    1.048   -1.890   -5.058    0.545
     776  -10.195    7.027    1.489   -0.881   -3.477    1.063    2.998    0.947   -1.796    1.126
     777   -9.176    3.683   -1.116    4.662   -2.650   -0.030   -0.738   -3.060   -2.677    4.999
     778  -12.787    5.998    1.612    5.298   -3.609   -0.225   -3.425    1.503   -5.687    1.213
     779  -10.567   -1.076   -6.756    7.426   -0.433    0.768   -0.589    0.962   -3.326    2.095
     780  -13.912    1.783   -1.018    0.726   -3.996   -0.095   -0.540    1.226   -3.022    7.567
     781   -0.628   -6.419    6.905   10.772   -7.313    0.007   -0.835   -2.133   -6.664    4.972
     782   -1.195    3.380    9.784   11.480   -3.430    2.928   -1.816    0.927   -5.777    3.649
     783   -3.927   -4.285    2.395    8.262   -2.758    1.706   -1.505   -1.728   -5.560    8.082
     784   -9.972    2.095    2.233    3.416   -1.036    9.042   -0.150    5.105  -10.082    4.041
     785   -7.721    0.957    0.863    4.162   -2.890    3.831   -1.420    3.968   -4.607    5.772
     786   -9.018    5.031    9.008    7.520   -5.938   -0.388   -1.115    5.396   -7.029    5.515
     787   -7.900    6.324    4.382    5.665   -1.255    0.142    2.460    7.223   -4.711    5.754
     788   -9.331    1.851   -0.548    5.412   -0.891    4.766    1.220    4.349   -6.632    1.256
     789  -10.293    1.575   -0.246    6.057   -0.110    5.153   -0.732    5.301   -6.256    6.504
     790   -6.463   -1.157    3.104    8.752   -2.879    8.127   -1.943    7.447  -10.376    5.082
     791  -15.665    5.454    1.599   -0.385   -5.915   -3.048   -2.535   -0.236    0.318    5.430
     792  -16.716    3.477    4.605    0.220   -6.047   -8.705   -0.469    0.109   -4.610    4.394
     793  -13.007   -0.181    0.086   -1.230   -5.759   -5.233    2.184    1.041   -6.474    4.581
     794  -13.704    0.976    1.454    1.070   -5.914   -2.376   -0.848    0.224   -9.173   11.186
     795  -13.967   -1.565   -0.629    4.162   -7.089   -3.598    0.363   -3.325   -7.900    8.508
     796  -20.264   -2.062   -2.170   -0.845   -5.071   -8.506    0.711   -0.377   -5.827    7.813
     797   -9.779    3.279    7.266    2.848   -1.499   -1.947    1.536    5.589   -6.688    7.544
     798   -6.145    6.009    3.635   -2.177   -0.152   -1.893   -1.645    0.563   -8.609    6.120
     799   -9.908   -3.546   -4.201    6.670   -0.247   -6.557   -0.519    3.975   -5.400    1.209
     800   -6.064   -2.409   -0.833    6.349   -2.142    0.194    2.589    6.103   -6.827    3.988
     801  -10.726    3.409    2.267    2.558    2.015    2.396   -1.699    3.884   -6.839    7.004
     802   -7.458   -0.248   -0.678    5.970    1.614   -0.515    2.592    2.719   -5.431    5.268
     803  -13.824    0.037   -5.764    1.266    0.230    1.900   -5.360    4.838   -4.598    4.674
     804   -9.570   -2.570   -6.839    6.703   -0.650   -4.728   -3.469    2.736   -2.700    2.286
     805  -10.944   -0.796   -4.489    3.326    0.527   -1.196    1.257    5.551   -3.010    5.943
     806   -9.667   -4.914   -4.343    6.481   -3.504   -6.442   -2.365    1.119   -1.784    6.114
     807   -6.223   -4.640   -2.482   12.327   -3.230   -3.249   -0.937    2.537   -4.814    1.553
     808  -10.827    4.120   -4.381    0.079   -0.659   -4.286   -1.590    2.653   -2.991   -5.060
     809  -10.962   -0.023   -6.757    2.017   -2.159   -3.370   -1.533    2.023   -8.994   -4.800
     810   -9.192    0.196   -4.936    5.072    0.508   -3.196    0.513    5.564    2.133   -2.349
     811   -8.999    0.180   -4.489    0.954   -0.675    3.998   -2.221    2.262   -0.804   -2.694
     812  -12.512    3.081   -5.128   -0.314   -3.240    2.337   -4.226    5.875    0.129   -4.667
     813  -12.575    1.334   -1.839    2.883   -3.504    0.903    2.404    7.787   -2.870   -0.772
     814  -14.260    0.600   -6.207    2.274   -0.409   -3.105   -0.829    6.483   -0.176   -2.387
     815  -16.935   -0.973   -8.132   -0.732   -0.232   -2.482   -3.541    0.493   -1.584    3.398
     816  -13.383   -4.757   -6.303    1.164    2.550   -2.813    2.958    3.304   -0.321    6.380
     817   -9.251    4.616    2.224    4.046   -0.200    3.383    5.992    4.512    0.796    0.967
     818   -4.872    3.900    2.803    1.712   -1.118    8.411    5.982    2.944   -2.134    5.241
     819  -12.177    8.314    2.529   -4.162   -0.406    4.884   -4.506    6.394    0.806    4.107
     820  -12.590   -1.275   -1.391   -0.065   -2.218    0.051   -1.975    4.555    2.215    2.113
     821   -9.576   -3.416   -9.576    8.663   -0.916   -0.735    0.542    7.288    0.512   -3.109
     822  -16.656   -0.288   -3.948   -7.431   -4.747   -0.023    2.440    0.234   -0.326    1.669
     823   -8.856    4.380   -0.217    1.875    0.275    0.474   -3.969   10.540    2.080    0.838
     824  -11.309   -1.731   -5.744    5.638   -2.258    0.160    0.677    4.561    1.431    3.549
     825  -19.739   -3.941    1.575   -1.530   -1.858   -0.864   -4.994    0.986    2.846    2.132
     826  -16.881    2.619    4.212   -4.709   -0.610   -6.045   -4.163    4.240    1.290   -2.296
     827  -22.451    3.570    0.840   -9.003   -2.121   -2.539   -3.597    1.732    2.611    4.653
     828  -21.261    3.934    0.003   -6.173   -9.971  -14.968   -1.851    1.376    1.681    1.987
     829  -20.091   -3.557   -6.206   -6.828   -1.954   -8.593    0.117    1.614   -0.283    0.039
     830  -23.200    0.998   -3.917   -9.242   -5.443   -8.913   -0.726   -0.174   -0.673   -1.791
     831  -14.768    0.506    1.926   -0.450   -6.504   -6.730    3.166    4.217   -0.965   -0.090
     832  -12.774   -2.448    0.057    4.691   -5.869   -4.149    2.687    3.010    0.186   -2.003
     833  -21.567   -5.266  -12.965   -1.012   -7.553   -0.522    3.988   -1.124    0.023   -1.757
     834  -16.761   -0.141   -4.488   -3.018   -9.520    1.984   -2.826    3.921    1.595   -1.714
     835  -15.032    0.543    2.455   -1.149   -3.023   -6.075   -0.201    3.771    2.844    1.145
     836  -14.831   -0.268    6.677    0.644   -3.235   -8.033   -0.989    3.646    1.952    4.155
     837  -13.264   -0.627    0.322    1.769   -1.724   -9.004   -1.234    2.880   -0.171    0.562
     838  -16.365   -4.051   -4.062   -1.660   -2.499   -3.965    1.537   -0.425    1.301    3.200
     839  -12.244    9.561   -6.748   -4.282   -0.655   -0.128   -2.225    3.002   -0.032   -2.100
     840  -17.506    4.981   -5.577   -2.948    0.484   -1.924   -0.180    6.641   -0.328   -2.223
     841  -17.180    5.455   -6.681  -12.167    6.038   -1.582   -1.579    3.088    1.360   -4.500
     842  -13.599   -3.296   -8.154   -4.650    3.745   -4.203    0.308    5.760    4.376   -4.281
     843   -6.850   -1.371  -12.312    0.720   -1.448    2.338    1.599    2.561    5.032   -1.584
     844   -6.135    4.422   -1.179   -1.667    1.383    2.565   -2.674    3.977    4.097   -0.562
     845  -11.116    2.202    5.173   -2.928    4.784    2.152   -0.619    5.870    1.142   -3.409
     846  -16.923   -2.194    5.284   -8.168    5.361   -0.701   -2.976    3.703    2.547   -0.151
     847  -23.142   -2.372   -2.899   -4.666    1.052   -1.538   -1.159    3.773    2.863   -1.366
     848  -20.270   -0.580   -3.618   -4.720    2.400   -3.112   -3.093    4.248    0.086    2.154
     849  -18.690   -7.250  -19.476    6.148   -0.065   -0.710   -3.194    2.698    0.662   -1.259
     850  -11.995   -8.252  -13.198    6.442    0.476    2.274    2.843    1.523    1.042   -1.630
     851   -7.368    1.379   -7.437    9.233   -5.446    2.408    1.183    4.377    1.666   -5.108
     852   -9.685    0.822   -7.994    8.652   -4.509    3.640   -2.698   -2.638   -1.042   -0.273
     853  -10.216    1.113  -11.911    6.257   -6.653    7.241   -4.291   -1.701    0.040    3.821
     854   -8.038    4.537   -5.600    3.165   -2.770   -0.200   -2.569    1.263    0.331    1.553
     855   -7.995    7.750   -3.021    2.158    1.094    3.883   -0.389    4.963    1.373    6.808
     856   -5.329   -0.353   -8.768    9.953    0.299   -4.482   -2.155    3.849    1.351    2.086
     857   -8.864    2.576  -11.489    1.526    3.587   -0.702   -3.292    2.358   -0.144    3.014
     858   -4.162    3.501   -2.524    2.698    1.403    1.194   -6.505   -0.864    0.219    9.624
     859    2.701   -0.344   -1.224    4.455    0.265    1.393    2.026   -3.857    1.139    5.175
     860   -7.518    1.309   -8.470   -1.000    3.242   -2.846    0.020   -2.905    1.165    5.953
     861    0.571   -2.774   -4.718    7.705   -0.719    2.257    0.187   -0.857    3.262    6.018
     862   -4.264   -0.491   -0.386    0.678   -0.244    1.450   -4.334    2.846    6.125   -0.773
     863   -9.174    3.840   -3.022    0.514   -4.306    6.180   -6.109    4.703    4.139   -4.916
     864   -3.376    4.954   -4.854    5.204   -7.673    8.955    4.319    2.236   -4.602    1.482
     865   -2.039    1.870   -3.927    8.422   -3.483   -1.027    3.174    0.064    0.373    1.709
     866   -2.886    7.438   -6.067    5.454   -7.202    5.853    1.775    0.695   -3.354   -2.355
     867   -4.251    4.880   -3.495    6.703   -7.011    6.801   -0.622    1.916   -1.512    3.506
     868   -4.843   11.435   -7.642    3.191   -1.344    5.157   -0.715    4.316   -0.152    2.107
     869   -5.425    6.012  -12.157    3.690   -4.061   10.516    0.515    3.581    1.642   -4.436
